"","correlation.linear","correlation.hurdle","correlation.zero","coverage.linear","coverage.hurdle","coverage.zero","coverage.oracle","correlation.linear.1","correlation.hurdle.1","correlation.zero.1","coverage.linear.1","coverage.hurdle.1","coverage.zero.1","coverage.oracle.1","correlation.linear.2","correlation.hurdle.2","correlation.zero.2","coverage.linear.2","coverage.hurdle.2","coverage.zero.2","coverage.oracle.2"
"1",0.364996059033047,0.354900707663771,0.339760710085422,0.578947368421053,0.315789473684211,0.421052631578947,1,0.243472976253273,0.205563744151033,0.205563744151033,0.631578947368421,0.210526315789474,0.210526315789474,1,0.377863200751382,0.354900707663771,0.370870833820564,0.684210526315789,0.315789473684211,0.421052631578947,1
"2",0.288957511367054,0.42818134162938,0.454279773018388,0.529411764705882,0.411764705882353,0.470588235294118,1,0.261298196224738,0.244197822650201,0.298993090258207,0.529411764705882,0.294117647058824,0.411764705882353,1,0.314240519567874,0.388381898788446,0.423365492996885,0.529411764705882,0.352941176470588,0.470588235294118,1
"3",0.396123833246986,0.339192331758515,0.389449926718757,0.6875,0.3125,0.5,1,0.373950134777685,0.404620638482866,0.404620638482866,0.625,0.4375,0.4375,1,0.407756833208782,0.580205589935554,0.483052471925217,0.5,0.5625,0.5625,1
"4",0.348873238740717,0.473041785002929,0.514681620421044,0.681818181818182,0.5,0.409090909090909,1,0.273528535393141,0.603634199450835,0.603634199450835,0.636363636363636,0.636363636363636,0.636363636363636,1,0.313130935021398,0.544398235215018,0.541837201631148,0.636363636363636,0.545454545454545,0.545454545454545,1
"5",0.31983238719652,0.120179176231885,0.153197971050419,0.619047619047619,0.285714285714286,0.238095238095238,1,0.239075473173958,0.153197971050419,0.184304292254005,0.523809523809524,0.238095238095238,0.333333333333333,1,0.259292674250004,0.184304292254005,0.153197971050419,0.428571428571429,0.333333333333333,0.238095238095238,1
"6",0.360241666369531,0.467887946159315,0.49222934618583,0.666666666666667,0.708333333333333,0.708333333333333,1,0.20990113910511,0.205563744151033,0.277618944917196,0.25,0.583333333333333,0.625,1,0.328337025264933,0.425410726872138,0.51867267894053,0.75,0.666666666666667,0.708333333333333,1
"7",0.418038289404998,0.3906474218753,0.427110396192134,0.619047619047619,0.428571428571429,0.476190476190476,1,0.260932502613214,0.245079241141582,0.245079241141582,0.523809523809524,0.285714285714286,0.285714285714286,1,0.394830610584514,0.571161662132717,0.423836392685982,0.666666666666667,0.571428571428571,0.476190476190476,1
"8",0.240699860257738,0.247999463836484,0.365778184349838,0.5625,0.375,0.4375,1,0.253584559754479,0.281733072375633,0.281733072375633,0.375,0.4375,0.4375,1,0.244386392059521,0.274946413608486,0.365778184349838,0.5625,0.375,0.4375,1
"9",0.362865619084999,0.408189608011971,0.388280726810944,0.65,0.55,0.5,1,0.315490680041408,0.374147977478119,0.483035891365665,0.7,0.5,0.6,1,0.36148884580116,0.463403848478332,0.437693741114753,0.65,0.65,0.6,1
"10",0.355215413613596,0.238803567828845,0.271125468608299,0.578947368421053,0.368421052631579,0.473684210526316,1,0.216232879850619,0.238803567828845,0.283372931479911,0.578947368421053,0.526315789473684,0.368421052631579,1,0.348607230403679,0.186404785491769,0.115022041650671,0.526315789473684,0.315789473684211,0.315789473684211,1
"11",0.372682629392395,0.384607238990322,0.336485041991051,0.666666666666667,0.277777777777778,0.444444444444444,1,0.331094536925911,0.381282515778618,0.443496627458609,0.5,0.388888888888889,0.444444444444444,1,0.426925505055479,0.174908554841094,0.308912188852097,0.611111111111111,0.166666666666667,0.333333333333333,1
"12",0.0870777554595467,0.22755442106509,0.237070416139864,0.521739130434783,0.260869565217391,0.347826086956522,1,0.113485561207021,0.104212951330851,0.104212951330851,0.521739130434783,0.304347826086957,0.304347826086957,1,0.104351879950193,0.176764097441198,0.165899581630484,0.478260869565217,0.217391304347826,0.217391304347826,1
"13",0.256390894411816,0.130440534467168,0.209143329490434,0.388888888888889,0.277777777777778,0.277777777777778,1,0.393483267063781,0.307862558935735,0.342240660427247,0.555555555555556,0.333333333333333,0.333333333333333,1,0.317334618422058,0.131594143512195,0.239332638904137,0.555555555555556,0.277777777777778,0.333333333333333,1
"14",0.267314467343426,0.495053535854867,0.376090695059327,0.736842105263158,0.526315789473684,0.473684210526316,1,0.304624129056604,0.401841659253026,0.37063688770624,0.578947368421053,0.526315789473684,0.526315789473684,1,0.281168422611922,0.523346600868459,0.495432771657068,0.684210526315789,0.631578947368421,0.631578947368421,1
"15",0.352638680298844,0.37417007558399,0.284834279249345,0.777777777777778,0.277777777777778,0.277777777777778,1,0.250829454527071,0.131024966419366,0.131024966419366,0.5,0.277777777777778,0.277777777777778,1,0.386342710963022,0.22860040512072,0.284834279249345,0.666666666666667,0.277777777777778,0.277777777777778,1
"16",0.31671032352323,0.597203396216924,0.469015180332126,0.75,0.458333333333333,0.541666666666667,1,0.283235814546989,0.219308300542147,0.219308300542147,0.666666666666667,0.291666666666667,0.291666666666667,1,0.341173138779681,0.444538667765748,0.50825834337249,0.75,0.458333333333333,0.541666666666667,1
