"","correlation.linear","correlation.hurdle","correlation.zero","coverage.linear","coverage.hurdle","coverage.zero","coverage.oracle","correlation.linear.1","correlation.hurdle.1","correlation.zero.1","coverage.linear.1","coverage.hurdle.1","coverage.zero.1","coverage.oracle.1","correlation.linear.2","correlation.hurdle.2","correlation.zero.2","coverage.linear.2","coverage.hurdle.2","coverage.zero.2","coverage.oracle.2"
"1",0.364996059033047,0.354900707663771,0.339760710085422,0.578947368421053,0.315789473684211,0.421052631578947,1,0.251300118060288,0.219700438077572,0.209535990414821,0.526315789473684,0.157894736842105,0.263157894736842,1,0.401610388928198,0.26676352179809,0.339760710085422,0.736842105263158,0.210526315789474,0.421052631578947,1
"2",0.288957511367054,0.42818134162938,0.454279773018388,0.529411764705882,0.411764705882353,0.470588235294118,1,0.27281634627331,0.366227522712343,0.366227522712343,0.529411764705882,0.294117647058824,0.352941176470588,1,0.321907851022396,0.414272898977846,0.348789242724925,0.529411764705882,0.352941176470588,0.470588235294118,1
"3",0.396123833246986,0.339192331758515,0.389449926718757,0.6875,0.3125,0.5,1,0.409678838398774,0.353890515692177,0.327140090688275,0.5625,0.5,0.5,1,0.422944106361839,0.580205589935554,0.42339237219459,0.625,0.5625,0.5625,1
"4",0.348873238740717,0.473041785002929,0.514681620421044,0.681818181818182,0.5,0.409090909090909,1,0.345620722761664,0.577981693570514,0.507869833011539,0.681818181818182,0.5,0.363636363636364,1,0.368434707189148,0.541680929556022,0.541837201631148,0.727272727272727,0.545454545454545,0.545454545454545,1
"5",0.31983238719652,0.120179176231885,0.153197971050419,0.619047619047619,0.285714285714286,0.238095238095238,1,0.217375620217389,0.12166275738816,0.170396087868322,0.380952380952381,0.238095238095238,0.238095238095238,1,0.28371786418927,0.038345188321303,0.234412748698551,0.428571428571429,0.19047619047619,0.285714285714286,1
"6",0.360241666369531,0.467887946159315,0.49222934618583,0.666666666666667,0.708333333333333,0.708333333333333,1,0.196141486749952,-0.0335459941603328,-0.0136670027751332,0.375,0.458333333333333,0.458333333333333,1,0.304804161891157,0.397853578303015,0.343201324871097,0.75,0.666666666666667,0.625,1
"7",0.418038289404998,0.3906474218753,0.427110396192134,0.619047619047619,0.428571428571429,0.476190476190476,1,0.300512392586299,0.136699642898674,0.155181121987635,0.619047619047619,0.238095238095238,0.238095238095238,1,0.407418369486974,0.537303422373372,0.482545915860853,0.761904761904762,0.523809523809524,0.476190476190476,1
"8",0.240699860257738,0.247999463836484,0.365778184349838,0.5625,0.375,0.4375,1,0.307006007579863,0.262100039929984,0.244054602868991,0.4375,0.4375,0.4375,1,0.281625242615602,0.241033023213188,0.365778184349838,0.625,0.375,0.4375,1
"9",0.362865619084999,0.408189608011971,0.388280726810944,0.65,0.55,0.5,1,0.358343452316191,0.363754978103727,0.363754978103727,0.6,0.5,0.5,1,0.374781775760797,0.392938605011651,0.437693741114753,0.65,0.55,0.6,1
"10",0.355215413613596,0.238803567828845,0.271125468608299,0.578947368421053,0.368421052631579,0.473684210526316,1,0.280297434345686,0.210608947990877,0.210608947990877,0.368421052631579,0.315789473684211,0.315789473684211,1,0.348324214299484,0.210608947990877,0.0894366395036264,0.421052631578947,0.315789473684211,0.263157894736842,1
