"","correlation.linear","correlation.hurdle","correlation.zero","coverage.linear","coverage.hurdle","coverage.zero","coverage.oracle","correlation.linear.1","correlation.hurdle.1","correlation.zero.1","coverage.linear.1","coverage.hurdle.1","coverage.zero.1","coverage.oracle.1","correlation.linear.2","correlation.hurdle.2","correlation.zero.2","coverage.linear.2","coverage.hurdle.2","coverage.zero.2","coverage.oracle.2"
"1",0.364996059033047,0.354900707663771,0.339760710085422,0.578947368421053,0.315789473684211,0.421052631578947,1,0.21844841225034,0.401841659253026,0.416605159574039,0.526315789473684,0.473684210526316,0.421052631578947,1,0.281528488281029,0.354900707663771,0.332675624592251,0.631578947368421,0.315789473684211,0.368421052631579,1
"2",0.288957511367054,0.42818134162938,0.454279773018388,0.529411764705882,0.411764705882353,0.470588235294118,1,0.2876278467453,0.574830188463412,0.478812079418346,0.529411764705882,0.470588235294118,0.411764705882353,1,0.311461755148114,0.516599298485563,0.491863084531268,0.588235294117647,0.411764705882353,0.470588235294118,1
"3",0.396123833246986,0.339192331758515,0.389449926718757,0.6875,0.3125,0.5,1,0.344107572050945,0.366375561262088,0.399173842094417,0.5625,0.4375,0.375,1,0.329280674871012,0.362181154950833,0.313615198379845,0.5625,0.4375,0.3125,1
"4",0.348873238740717,0.473041785002929,0.514681620421044,0.681818181818182,0.5,0.409090909090909,1,0.356573492144956,0.39108781568084,0.34714895215473,0.636363636363636,0.409090909090909,0.318181818181818,1,0.416788013026811,0.443663188777914,0.36509628851708,0.636363636363636,0.5,0.227272727272727,1
"5",0.31983238719652,0.120179176231885,0.153197971050419,0.619047619047619,0.285714285714286,0.238095238095238,1,0.137800922467883,0.0246921308942406,0.0430515276029302,0.238095238095238,0.19047619047619,0.19047619047619,1,0.175681392478956,0.109814981372294,0.309235389687927,0.238095238095238,0.142857142857143,0.380952380952381,1
"6",0.360241666369531,0.467887946159315,0.49222934618583,0.666666666666667,0.708333333333333,0.708333333333333,1,0.231427922322433,0.205563744151033,0.0556802312044106,0.25,0.583333333333333,0.5,1,0.314328756138248,0.349162681204277,0.421821976483657,0.708333333333333,0.625,0.625,1
"7",0.418038289404998,0.3906474218753,0.427110396192134,0.619047619047619,0.428571428571429,0.476190476190476,1,0.33160904136576,0.455787949601377,0.470065155557362,0.666666666666667,0.523809523809524,0.571428571428571,1,0.401591496747919,0.525399987004973,0.454456070128544,0.761904761904762,0.523809523809524,0.476190476190476,1
"8",0.240699860257738,0.247999463836484,0.365778184349838,0.5625,0.375,0.4375,1,0.217392515596518,0.287734500410897,0.358019858739704,0.4375,0.375,0.375,1,0.21457815085403,0.286335226201962,0.409011193797748,0.5,0.375,0.5,1
"9",0.362865619084999,0.408189608011971,0.388280726810944,0.65,0.55,0.5,1,0.341999404970588,0.347621598207419,0.267941548952608,0.65,0.55,0.4,1,0.325543940417072,0.404295712434988,0.3162445123384,0.5,0.6,0.45,1
"10",0.355215413613596,0.238803567828845,0.271125468608299,0.578947368421053,0.368421052631579,0.473684210526316,1,0.230975446005508,0.225510524499665,0.254653362153768,0.526315789473684,0.473684210526316,0.473684210526316,1,0.304954140392984,0.129968313464371,0.115022041650671,0.526315789473684,0.315789473684211,0.315789473684211,1
