"","V1","V2","V3","V4","V5","V6","V7","V8","bug","loc","bf","hcm"
"1",0,0,6.55393340402581,5.02388052084628,2.83321334405622,2.19722457733622,2.484906649788,3.13549421592915,0,4.4188406077966,7,17.6471
"2",0,0,1.38629436111989,5.04985600724954,0,0,4.0943445622221,3.66356164612965,0,2.94443897916644,0,6.70304
"3",4.14313472639153,0,0,0,0,2.83321334405622,0,5.51342874616498,0,3.93182563272433,3,10.4982
"4",1.38629436111989,0,3.29583686600433,5.71373280550937,0,1.6094379124341,0,6.98378996525813,0,4.24849524204936,4,7.05208
"5",0,0,2.30258509299405,3.3322045101752,0,0,0,4.64439089914137,0,1.38629436111989,0,4.07501
"6",0,2.56494935746154,2.30258509299405,3.93182563272433,1.79175946922805,1.09861228866811,3.71357206670431,5.45958551414416,0,1.94591014905531,1,2.2601
"7",3.29583686600433,0,3.58351893845611,3.85014760171006,0,0,0,5.67675380226828,0,4.04305126783455,3,3.92315
"8",3.2188758248682,4.68213122712422,0,5.40267738187228,0.693147180559945,2.07944154167984,2.19722457733622,5.97380961186926,0,1.94591014905531,4,8.58795
"9",0,5.78382518232974,3.43398720448515,6.45047042214418,0,0,8.99553694493697,4.91265488573605,0,6.74051935960622,20,27.6193
"10",0,0,2.63905732961526,4.48863636973214,0,0,3.04452243772342,5.74620319054015,1,3.2188758248682,5,12.3914
"11",0,0,0,4.20469261939097,0,0,1.94591014905531,4.93447393313069,0,0,1,0
"12",0,0,1.6094379124341,0.693147180559945,0,2.56494935746154,3.40119738166216,1.09861228866811,0,1.38629436111989,1,7.82241
"13",0,0,0,4.72738781871234,0,4.82028156560504,0.693147180559945,6.09807428216624,0,3.80666248977032,4,7.99162
"14",0,5.76832099579377,2.30258509299405,5.99146454710798,0,0,5.49306144334055,4.68213122712422,1,4.82028156560504,14,10.2625
"15",1.94591014905531,2.19722457733622,0.693147180559945,3.63758615972639,0,0,0,0,0,1.94591014905531,1,0
"16",2.99573227355399,7.68799716639302,6.23244801655052,8.15593633797239,0,5.50125821054473,2.83321334405622,3.13549421592915,1,5.85220247977447,19,20.2197
"17",0,6.21260609575152,0,6.24610676548156,0,0,0,3.3322045101752,0,4.38202663467388,10,13.4356
"18",0,5.6970934865054,0,2.89037175789616,0.693147180559945,2.94443897916644,0,0,0,3.76120011569356,0,5.07933
"19",0,6.35610766069589,4.91998092582813,5.8636311755981,2.07944154167984,0,3.55534806148941,5.5683445037611,1,4.85981240436167,6,13.0232
"20",0.693147180559945,0,3.25809653802148,4.84418708645859,0,6.17378610390194,0,0,0,4.12713438504509,6,4.13346
"21",0,0,2.63905732961526,4.23410650459726,0,5.66642668811243,0,0,0,3.98898404656427,5,7.93371
"22",0,0,6.31716468674728,0.693147180559945,3.52636052461616,5.14166355650266,0,4.30406509320417,2,5.25227342804663,11,10.0587
"23",0,0,0,3.13549421592915,0,6.5206211275587,0,0,0,4.59511985013459,6,6.84846
"24",0,0,0,3.43398720448515,0,6.95844839329766,0,0,0,5.14166355650266,8,6.84846
"25",0,0,0,3.52636052461616,0,5.99893656194668,0,0,0,3.98898404656427,7,7.95479
"26",0,0,0,1.09861228866811,0,6.40357419793482,2.484906649788,2.39789527279837,0,4.70048036579242,8,7.95479
"27",0,0.693147180559945,0,2.83321334405622,0,6.8134445995109,0,0,0,4.70953020131233,9,9.64599
"28",0,0,0,1.09861228866811,0,5.8348107370626,0,0,0,3.8286413964891,5,7.95479
"29",0.693147180559945,0,1.09861228866811,3.40119738166216,2.83321334405622,6.24027584517077,0,0,0,4.47733681447821,9,7.95479
"30",0,0,0,2.77258872223978,0,6.35437004079735,0,0,0,4.59511985013459,8,7.95479
"31",0,0,0,3.8286413964891,5.47227067367148,6.76849321164863,0,0,0,4.89034912822175,9,7.95479
"32",0,0,5.51342874616498,7.76853330092603,3.85014760171006,8.53385363230935,5.4380793089232,6.3578422665081,0,6.69084227741856,66,24.6967
"33",0,7.85049318087114,6.39359075395063,0,6.39859493453521,9.56920292136033,8.12237124340655,0,1,7.57455848420248,196,37.2855
"34",0,3.36729582998647,0,8.79558221695643,0,6.61740297797448,0,0,0,3.97029191355212,11,7.97103
"35",4.15888308335967,0.693147180559945,5.20948615284142,8.29029259122431,3.40119738166216,7.95577578153419,4.67282883446191,4.78749174278205,0,6.48920493132532,26,14.5995
"36",0,5.17614973257383,3.09104245335832,6.95749737087695,0,7.29844510150815,5.93489419561959,7.29709100516042,1,6.05678401322862,38,28.8029
"37",0,5.2040066870768,0,4.90527477843843,4.969813299576,5.88332238848828,6.69579891705849,0.693147180559945,0,5.5683445037611,7,8.11626
"38",0,2.39789527279837,4.39444915467244,5.21493575760899,0,3.49650756146648,0,4.12713438504509,0,3.04452243772342,2,2.96868
"39",0,4.52178857704904,0,4.17438726989564,1.94591014905531,3.91202300542815,4.76217393479776,0,0,4.14313472639153,6,6.89725
"40",0,0,0,8.59895749321888,0,4.04305126783455,0,0,0,2.77258872223978,5,7.97103
"41",0,2.484906649788,7.16162200293919,0,0,0,0,0,0,1.38629436111989,19,18.3087
"42",0,4.0943445622221,6.75925527066369,7.34471905414967,0,5.68017260901707,0,3.2188758248682,0,4.66343909411207,23,14.6512
"43",0,0,0,3.68887945411394,0,5.75574221358691,0,0,0,3.87120101090789,5,7.95479
"44",0,1.09861228866811,0,3.78418963391826,0,5.29831736654804,3.09104245335832,0,0,3.46573590279973,3,7.95479
"45",0,0,0,4.85981240436167,0,6.29341927884648,0,0,0,4.31748811353631,6,2.96868
"46",0,0,0,4.0943445622221,2.89037175789616,5.5834963087817,0,0,0,3.97029191355212,5,7.95479
"47",0,0.693147180559945,0,2.83321334405622,0,5.94017125272043,0,0,0,4.0943445622221,6,7.95479
"48",0,0,0,3.46573590279973,0,6.30627528694802,0,0,0,4.67282883446191,8,7.95479
"49",0,0.693147180559945,0,3.49650756146648,0,6.3491389913798,0.693147180559945,0,0,4.68213122712422,8,7.95479
"50",0.693147180559945,0,0,5.27811465923052,4.04305126783455,5.87493073085203,5.605802066296,0,1,5.39816270151775,9,14.7589
"51",0,1.94591014905531,1.09861228866811,4.43081679884331,0,5.01727983681492,0,0,0,2.70805020110221,1,6.70304
"52",0,1.79175946922805,1.09861228866811,4.68213122712422,0,5.15329159449778,0,0,0,2.94443897916644,1,6.70304
"53",0,0.693147180559945,0,4.49980967033027,0,7.31455283232408,0,0,0,5.34233425196481,14,9.64335
"54",0,1.09861228866811,0,5.18738580584075,0,3.29583686600433,3.80666248977032,3.09104245335832,0,3.2188758248682,0,4.07501
"55",1.38629436111989,4.29045944114839,4.39444915467244,6.99209642741589,4.23410650459726,6.87832646829133,6.69084227741856,5.68017260901707,0,5.84354441703136,38,21.3966
"56",3.36729582998647,6.2841341610708,6.2363695902037,0,2.83321334405622,6.66057514983969,3.43398720448515,7.51261754467451,0,5.64544689764324,54,29.1299
"57",0,0,0,3.63758615972639,0,6.56385552653213,0,0,0,4.95582705760126,8,7.95479
"58",0,0,1.79175946922805,3.66356164612965,0,6.36475075685191,0.693147180559945,0,0,4.34380542185368,7,6.84846
"59",0,0,0,2.99573227355399,0,5.93489419561959,0,0,0,4.0943445622221,6,7.95479
"60",0,0,0,7.08840877867539,0,4.79579054559674,0,0,0,2.77258872223978,7,7.76307
"61",0,7.06561336359772,8.39389497507174,5.04985600724954,3.29583686600433,7.17625453201714,0,4.45434729625351,1,7.00940893270864,110,31.5924
"62",0,0.693147180559945,1.09861228866811,6.02102334934953,0,0,7.42714413340862,0,0,5.97635090929793,24,12.8915
"63",0,0,4.57471097850338,0,2.30258509299405,1.09861228866811,0,2.89037175789616,0,3.04452243772342,5,1.66466
"64",0,5.65248918026865,2.484906649788,0,2.484906649788,6.09582456243222,7.59588991771854,0,1,6.45990445437753,36,16.6898
"65",0,0,0.693147180559945,2.83321334405622,0.693147180559945,6.39359075395063,0,0,0,4.67282883446191,10,7.95479
"66",0,0,0,2.89037175789616,0,5.29831736654804,0,0,0,3.40119738166216,5,7.95479
"67",0,0,2.07944154167984,0,0,6.63331843328038,0,0,0,4.95582705760126,5,6.84846
"68",3.3322045101752,0,0,3.52636052461616,0,6.86797440897029,0,0,0,4.95582705760126,9,8.43242
"69",0,0,2.30258509299405,2.89037175789616,0,6.71174039505618,0,0,0,4.77912349311153,8,6.84846
"70",3.85014760171006,2.39789527279837,1.6094379124341,4.83628190695148,2.94443897916644,4.85203026391962,1.38629436111989,0,0,2.77258872223978,2,2.96868
"71",0,0,0,3.09104245335832,0,6.0282785202307,0,0,0,4.29045944114839,8,7.95479
"72",0,0,2.94443897916644,4.23410650459726,0,6.5366915975913,0,0,0,4.70048036579242,10,7.95479
"73",0,0,0,3.58351893845611,0,6.82328612235569,0,0,0,4.91998092582813,13,8.43242
"74",0,0.693147180559945,0,4.35670882668959,0,6.69084227741856,0,0,0,4.77068462446567,11,7.95479
"75",0,0,0,4.67282883446191,0,6.58617165485467,0,0,0,4.85981240436167,10,7.95479
"76",0,0,1.38629436111989,4.63472898822964,0,6.59987049921284,0,0,0,4.80402104473326,10,8.43242
"77",0,0,0,4.45434729625351,5.41610040220442,6.99576615630485,2.07944154167984,0,0,5.06890420222023,11,7.95479
"78",0,0,0,0,0,6.5510803350434,0,0.693147180559945,0,4.83628190695148,11,6.84846
"79",0,0,0,0,3.93182563272433,6.36302810354046,0,0,0,4.67282883446191,8,7.95479
"80",0,0,0,6.2841341610708,0,5.35658627467201,3.49650756146648,4.46590811865458,0,5.0998664278242,3,7.06348
"81",0,0,0,4.94875989037817,0,6.14418563412565,5.32787616878958,2.30258509299405,0,4.69134788222914,8,6.84846
"82",0,0,0,2.70805020110221,0,6.4377516497364,0,0,0,4.68213122712422,9,7.95479
"83",0,0,0,3.29583686600433,0,5.24702407216049,3.46573590279973,1.09861228866811,0,3.46573590279973,3,7.95479
"84",0.693147180559945,0,1.09861228866811,1.94591014905531,0,5.84354441703136,0,0,0,4.00733318523247,4,5.59671
"85",0.693147180559945,3.80666248977032,0,3.68887945411394,0,6.3491389913798,0,0,0,4.56434819146784,3,6.70304
"86",0,0,0,3.13549421592915,0,6.44730586254121,0,0.693147180559945,0,4.70048036579242,6,8.03932
"87",1.6094379124341,0,5.80814248998044,0,5.04985600724954,2.07944154167984,0,3.89182029811063,0,5.03043792139244,6,3.42644
"88",0,3.09104245335832,0,4.18965474202643,0,0,5.16478597392351,0.693147180559945,0,3.3322045101752,2,5.26021
"89",1.6094379124341,0,6.99576615630485,1.6094379124341,0,2.89037175789616,0,2.99573227355399,0,5.67332326717149,59,34.7321
"90",0,0,4.44265125649032,5.42934562895444,0,7.71154897962915,0,0,0,5.76832099579377,15,7.18067
"91",0,0,1.09861228866811,3.85014760171006,0.693147180559945,6.90073066404517,0,0,0,4.92725368515721,11,8.63149
"92",0,3.78418963391826,0,4.15888308335967,0,6.53233429222235,0,0,0,4.70048036579242,3,6.70304
"93",0,3.52636052461616,3.40119738166216,4.89783979995091,0,6.57228254269401,0.693147180559945,0,0,4.80402104473326,5,5.59671
"94",0,0,4.62497281328427,6.35437004079735,0,6.57507584059962,0,1.6094379124341,0,4.57471097850338,6,7.27499
"95",0,3.49650756146648,3.09104245335832,4.54329478227,0,4.4188406077966,0,0,0,3.13549421592915,2,6.70304
"96",0,0,0,5.74939298590825,0,5.56068163101553,0,0,0,3.78418963391826,2,6.44569
"97",0.693147180559945,4.63472898822964,0,2.07944154167984,0,4.62497281328427,0,0,0,2.484906649788,1,4.07501
"98",0,0,1.38629436111989,2.39789527279837,0,6.19847871649231,0,0,0,4.21950770517611,4,5.59671
"99",0,0,0,1.6094379124341,0,5.35658627467201,0,0,0,3.46573590279973,5,7.95479
