"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","bug"
"1",0,2.89037175789616,3.49650756146648,0,0,0,0,0,0,0,3.8286413964891,0,0
"2",0,6.08449941307517,0,4.0943445622221,0,0,0,0,0,0,0.693147180559945,0,0
"3",0,0,0,0,5.69035945432406,0,0,0,0,0,0,0,1
"4",0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,1.09861228866811,4.0943445622221,0
"5",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,3.46573590279973,0,0,0.693147180559945,2.99573227355399,0,0,0,0
"7",1.09861228866811,1.94591014905531,0,0.693147180559945,4.24849524204936,0,0,0,0.693147180559945,0,0,6.41017488196617,0
"8",0,0,0,0,1.38629436111989,0,0,0,3.66356164612965,0,0,0,0
"9",0.693147180559945,0,0,0,1.09861228866811,1.38629436111989,0,0,3.95124371858143,0,0,2.63905732961526,1
"10",0,0,0,0,0,0,0,0,4.46590811865458,0,3.17805383034795,0,0
"11",1.94591014905531,3.25809653802148,0,3.09104245335832,6.88959130835447,0,0,0,0,0,0,0,1
"12",5.09375020080676,3.76120011569356,0,0.693147180559945,3.36729582998647,1.79175946922805,0,0,0,0,0,1.38629436111989,0
"13",0,0,3.3322045101752,0,0,0,0,0,0,0,3.63758615972639,0,0
"14",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0
"15",0,0,6.56526497003536,2.484906649788,0,0,0,0,1.94591014905531,1.09861228866811,1.09861228866811,0,0
"16",0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0
"17",5.51745289646471,5.99893656194668,3.52636052461616,4.35670882668959,0,4.46590811865458,0,7.15695636461564,0,8.71817293002873,5.27811465923052,5.07517381523383,3
"18",0,0,3.13549421592915,1.6094379124341,0,0,0,0,0,0,3.76120011569356,0,0
"19",2.83321334405622,0,0,0,2.83321334405622,0,4.26267987704132,0,2.94443897916644,3.63758615972639,6.41017488196617,4.07753744390572,0
"20",0,0,4.30406509320417,0,3.85014760171006,0,1.09861228866811,0,1.09861228866811,0,0,0,0
"21",0,0,0,0,0,0,0,5.14749447681345,0,5.35185813347607,0,0,1
"22",0,2.56494935746154,3.76120011569356,0,1.38629436111989,0,2.30258509299405,0,0,3.58351893845611,0,0,0
"23",4.85203026391962,3.55534806148941,0,0,0,0,0,0,2.77258872223978,0,6.59304453414244,0,0
"24",0,0,0,4.0943445622221,0,0,0,2.63905732961526,0,3.8286413964891,0,3.09104245335832,0
"25",0,0.693147180559945,0,0.693147180559945,1.6094379124341,0,0,0,0,0.693147180559945,0,3.43398720448515,0
"26",3.13549421592915,0,0,1.09861228866811,2.19722457733622,0,0,6.72623340235875,0,2.63905732961526,0,2.07944154167984,1
"27",0,0,0,0,0,4.49980967033027,0,0,2.30258509299405,0,5.32787616878958,0,1
"28",0,0,0,0,3.04452243772342,4.06044301054642,3.13549421592915,3.09104245335832,4.78749174278205,0,0,0,2
"29",0,0,3.04452243772342,0.693147180559945,0,0,0,0,2.19722457733622,0.693147180559945,0,3.29583686600433,0
"30",1.38629436111989,5.13579843705026,1.6094379124341,2.63905732961526,0,0,0,0,0,1.6094379124341,0,4.60517018598809,0
"31",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0
"32",0,0,1.09861228866811,0,1.6094379124341,0,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,4.34380542185368,3.97029191355212,0,0,0,0,0
"34",0,0,3.29583686600433,0,2.89037175789616,0,0,0,2.30258509299405,0,0,0,0
"35",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0
"36",0,0,2.19722457733622,1.6094379124341,2.19722457733622,0,0,0,0,0,0,0,0
"37",0,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0
"38",0,0,0,0,0,0,0,0,4.4188406077966,0,1.09861228866811,0,0
"39",0,5.50938833662798,0,4.36944785246702,0,5.19849703126583,5.00394630594546,0,7.23777819192344,0,0,1.09861228866811,0
"40",3.17805383034795,0,7.45529848568329,0,6.13988455222626,0,0,0.693147180559945,5.46806014113513,0,3.17805383034795,5.4971682252932,4
"41",3.80666248977032,3.80666248977032,3.91202300542815,1.79175946922805,4.06044301054642,1.38629436111989,0,0,0,6.10702288774225,0,0,0
"42",3.71357206670431,0,4.12713438504509,0,4.23410650459726,0,0,0,3.36729582998647,4.27666611901606,3.49650756146648,0,1
"43",1.09861228866811,0,0,5.92157841964382,0,5.5834963087817,0,0,6.82001636467413,0,0,0,3
"44",0,4.40671924726425,0,0,0,0,0,0,0,0,0,3.71357206670431,0
"45",3.2188758248682,0,1.09861228866811,3.78418963391826,0.693147180559945,1.38629436111989,0,1.79175946922805,3.58351893845611,2.63905732961526,0,0,1
"46",0,0.693147180559945,0,3.17805383034795,0,0,0,0,0,1.6094379124341,2.89037175789616,0,0
"47",2.39789527279837,7.93164402145431,1.09861228866811,4.65396035015752,0,0.693147180559945,1.38629436111989,4.9416424226093,0,3.52636052461616,2.70805020110221,4.55387689160054,1
"48",1.09861228866811,0,4.21950770517611,0,5.78074351579233,0,0,0,0.693147180559945,0,0,0,2
"49",0,0,0,0.693147180559945,0,5.80513496891649,0,0,4.54329478227,0,0,0,1
"50",4.14313472639153,0,4.24849524204936,0.693147180559945,4.49980967033027,0,0,0,2.70805020110221,0,3.52636052461616,3.98898404656427,1
"51",4.7361984483945,4.00733318523247,0,0,0,0,4.93447393313069,0,0.693147180559945,0,0.693147180559945,0,0
"52",1.09861228866811,1.6094379124341,0,0,0,0.693147180559945,0,3.68887945411394,0,0,2.83321334405622,5.40267738187228,0
"53",0,0,0,0,1.6094379124341,0,0,0,0,0,0,0.693147180559945,0
"54",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0
"55",0,6.06842558824411,0,4.18965474202643,0,0,0,1.09861228866811,0,0,0,0,0
"56",3.40119738166216,0,0,0,0,5.59471137960184,0,0,0,1.79175946922805,1.6094379124341,0,2
"57",0,0,0,0,0,3.3322045101752,0,0,2.63905732961526,0,3.89182029811063,0,1
"58",0,0,0,0,3.78418963391826,0,4.15888308335967,1.79175946922805,0,0,0,0,0
"59",0,0,6.58892647753352,0,0,0,0,0,5.35185813347607,0.693147180559945,0,0,0
"60",3.52636052461616,0,0,0,0,0,0,2.70805020110221,1.09861228866811,0,5.24174701505964,0,0
"61",0,0,0,0,3.04452243772342,0,0,0,0,1.09861228866811,0,0,0
"62",0,0,0,2.07944154167984,6.7719355558396,2.99573227355399,0,0,0,0,0,0,1
"63",2.70805020110221,5.3890717298165,1.09861228866811,2.39789527279837,2.77258872223978,1.79175946922805,0.693147180559945,4.00733318523247,5.01727983681492,0,0,5.54517744447956,1
"64",5.96100533962327,0,0,0,0,6.07534603108868,4.89034912822175,3.97029191355212,0,7.31588350450979,0,3.13549421592915,1
"65",0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0
"66",0,0,4.87519732320115,3.2188758248682,4.34380542185368,3.85014760171006,0,0,5.02388052084628,4.99721227376411,0,0,3
"67",0,0,0,1.09861228866811,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0
"69",0,0,0,0,0,0,3.61091791264422,0,4.43081679884331,0,0,0.693147180559945,1
"70",0,0,1.09861228866811,0,2.89037175789616,0,0,0,0,0,0.693147180559945,0,0
"71",0,0,0,6.38519439899773,0,0,0,4.89783979995091,0,0,0,0,0
"72",0,0,0,0,0,0,0,0,0,0,3.80666248977032,4.67282883446191,0
"73",0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0
"74",0,0,0.693147180559945,0,6.02586597382531,4.96284463025991,0,0,0,0,3.52636052461616,0,1
"75",4.26267987704132,4.0943445622221,0,0,0,4.31748811353631,0,1.38629436111989,0,3.43398720448515,3.68887945411394,0,0
"76",0,0,1.09861228866811,0,0,4.89034912822175,3.80666248977032,4.7361984483945,0,5.60947179518496,6.22059017009974,0.693147180559945,0
"77",0,0,0,0,0,0,6.41345895716736,0,0,0,0,0.693147180559945,0
"78",2.77258872223978,1.6094379124341,0,4.67282883446191,0,3.29583686600433,4.21950770517611,1.38629436111989,0.693147180559945,3.43398720448515,1.38629436111989,2.89037175789616,0
"79",3.93182563272433,0,0,0,0,7.47873482556787,1.38629436111989,0.693147180559945,8.68996933536666,0,0,3.17805383034795,3
"80",1.38629436111989,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0
"81",0,0,3.04452243772342,0,2.39789527279837,0,0,0,0,0,3.55534806148941,0,0
"82",0,0,0,0,0.693147180559945,0,0,1.38629436111989,0,6.84800527457636,0,0,0
"83",0,1.6094379124341,0,2.77258872223978,3.73766961828337,0,3.2188758248682,0,4.77912349311153,0,0,0,2
"84",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0
"85",0,0,2.19722457733622,0,3.13549421592915,0,0,0,0,0,0,0,0
"86",4.54329478227,2.30258509299405,8.77971129020447,1.94591014905531,0,4.55387689160054,0,0,1.38629436111989,0,0,3.8286413964891,13
"87",0,1.6094379124341,0,0,6.59987049921284,3.36729582998647,0,1.6094379124341,0,0,0,1.94591014905531,1
"88",2.89037175789616,0,0,2.07944154167984,2.77258872223978,0,0,0,0,0,0,4.91998092582813,0
"89",0,0,0.693147180559945,3.25809653802148,1.38629436111989,0,3.40119738166216,3.49650756146648,0,2.30258509299405,0,0,0
"90",0,0,3.49650756146648,0.693147180559945,0,0,0,0,0,1.38629436111989,3.49650756146648,0,0
"91",0,0,0,0,2.07944154167984,0.693147180559945,2.70805020110221,6.58340922215876,0,3.17805383034795,0,0,0
"92",0,0,0,3.8286413964891,4.69134788222914,0,0,5.48893772615669,0,0,0,0,0
"93",0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0
"94",2.70805020110221,0,0,0,0,1.94591014905531,0,0,0,2.19722457733622,5.70044357339069,0,0
"95",4.33073334028633,4.34380542185368,0,0.693147180559945,0,4.35670882668959,0,3.76120011569356,0,3.13549421592915,6.04973345523196,0,0
"96",0,1.6094379124341,0,2.19722457733622,0,0,3.29583686600433,0,0,0,5.15329159449778,0,0
"97",0,0,0,2.63905732961526,0,6.57228254269401,0,0,6.72743172485086,0,0,0,4
"98",0,0,3.85014760171006,0,2.39789527279837,0,0,0,2.70805020110221,0,0,0,0
"99",0.693147180559945,2.77258872223978,0,3.55534806148941,6.84800527457636,4.36944785246702,0,1.94591014905531,0,0,0,0,1
"100",0,6.98193467715639,0,2.99573227355399,0,5.3890717298165,4.21950770517611,0,6.68461172766793,0,0,0,1
"101",3.36729582998647,0,0,2.39789527279837,4.59511985013459,0,0,0,0,0,0,6.42648845745769,0
"102",0,0,0.693147180559945,0,2.94443897916644,0,0,1.6094379124341,2.89037175789616,0,3.71357206670431,0,0
"103",0,0,0.693147180559945,0,4.74493212836325,0,0,0,5.03043792139244,0,0,1.94591014905531,0
"104",0,0,0,2.484906649788,0,0,0,0,0,0,0,5.21493575760899,0
"105",2.70805020110221,1.38629436111989,1.94591014905531,0.693147180559945,2.07944154167984,0,0,2.56494935746154,0,5.66296048013595,4.81218435537242,0,1
"106",4.46590811865458,0,4.15888308335967,0,4.59511985013459,0,0,0,2.77258872223978,0,2.89037175789616,3.76120011569356,2
"107",0,0,3.52636052461616,0,2.70805020110221,0,1.6094379124341,0,0.693147180559945,0,0,0,0
"108",3.04452243772342,0.693147180559945,1.09861228866811,2.30258509299405,0,4.34380542185368,0,0,1.6094379124341,0,3.66356164612965,0,1
"109",6.14418563412565,0,0,0,7.1693500166706,3.04452243772342,0,1.6094379124341,0,0,0,1.38629436111989,1
"110",0,3.25809653802148,0,2.19722457733622,0,0,0,1.38629436111989,0,4.98360662170834,0,0,0
"111",6.60258789218934,3.95124371858143,0,0.693147180559945,0,0,0,6.16541785423142,0,0.693147180559945,0,0,0
"112",0,0,0,0,0,0,0,0,4.06044301054642,0,0,0,0
"113",0.693147180559945,0,0,0,3.68887945411394,4.77912349311153,0,0,0,4.04305126783455,6.0591231955818,0,2
"114",3.49650756146648,0,4.55387689160054,0,6.67959918584438,0,0,0,0,0,0,0,2
"115",0,0,0,0,0,4.63472898822964,0,3.95124371858143,4.46590811865458,0,0,0,1
"116",6.55961523749324,0,2.39789527279837,0,0,0,1.38629436111989,4.04305126783455,0,2.70805020110221,0,0,0
"117",0,1.38629436111989,0,0,2.30258509299405,0,0,0,0,4.54329478227,2.19722457733622,0,1
"118",0,0,0,0,3.40119738166216,4.43081679884331,0,0,0,0,5.78382518232974,1.79175946922805,0
"119",1.09861228866811,3.93182563272433,2.89037175789616,3.8286413964891,2.07944154167984,0,0,4.04305126783455,2.39789527279837,4.79579054559674,5.22035582507832,5.10594547390058,2
"120",0,0,3.40119738166216,0,3.09104245335832,0,0,0,1.09861228866811,0,0,0,0
"121",0,0,0.693147180559945,0,0,0,0,1.38629436111989,0,0,0,0,0
"122",0,2.77258872223978,3.25809653802148,0,0,0,0,0,0,0,3.97029191355212,0,0
"123",0,0,1.94591014905531,2.99573227355399,4.23410650459726,0,6.04500531403601,0,4.68213122712422,3.36729582998647,3.29583686600433,0,1
"124",0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0
"125",0,0,0.693147180559945,0,0,0,3.04452243772342,0,2.94443897916644,0,2.30258509299405,0,1
"126",0,0,4.76217393479776,0,3.04452243772342,0,0,4.83628190695148,3.55534806148941,0,6.62936325343745,3.85014760171006,1
"127",1.94591014905531,4.34380542185368,0.693147180559945,3.55534806148941,0,0,1.09861228866811,3.58351893845611,0,7.36581283720947,2.63905732961526,0,2
"128",0,0,0,2.77258872223978,0,0,6.56103066589657,6.74405918631135,0,0,0,0,1
"129",0,0,0,3.58351893845611,0,0,7.01571242048723,6.75110146893676,0.693147180559945,0,0,0,1
"130",4.52178857704904,0,4.07753744390572,0,0,0,0,0,0,5.60947179518496,4.06044301054642,0,0
"131",3.43398720448515,0,1.09861228866811,0,1.79175946922805,0,1.38629436111989,3.61091791264422,0,6.57786135772105,0,0,0
"132",1.09861228866811,0,0,0,3.17805383034795,0,3.89182029811063,0,0,0,3.93182563272433,0.693147180559945,0
"133",0.693147180559945,2.70805020110221,0,1.94591014905531,0.693147180559945,0,0,3.25809653802148,0,3.58351893845611,1.6094379124341,0,0
"134",0,0,2.484906649788,0.693147180559945,2.77258872223978,0,0,0,0,1.09861228866811,0,0,0
"135",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0
"136",0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0
"137",1.38629436111989,2.39789527279837,3.85014760171006,0,2.70805020110221,5.6021188208797,3.55534806148941,4.70953020131233,3.78418963391826,5.72031177660741,4.40671924726425,2.70805020110221,1
"138",0,2.39789527279837,0,0,0,0,0,2.83321334405622,0,4.70048036579242,0,0,0
"139",1.79175946922805,2.77258872223978,3.13549421592915,0,0,0,0,0,0,4.96284463025991,0,2.484906649788,0
"140",0,0,1.6094379124341,0,4.43081679884331,1.09861228866811,2.89037175789616,0,0,6.33859407820318,2.70805020110221,0,0
"141",0,0,3.49650756146648,0,3.04452243772342,0,0,0,0,0,0,0,0
"142",0.693147180559945,1.6094379124341,2.39789527279837,0,3.73766961828337,0,2.19722457733622,5.62040086571715,2.39789527279837,6.01126717440416,5.53733426701854,0,2
"143",3.61091791264422,0,5.26269018890489,0,5.92958914338989,0,0,0,5.31320597904179,0,6.89060912014717,3.63758615972639,7
"144",0,5.5683445037611,0,0,0,0,0,0,0,5.55295958492162,0,1.09861228866811,2
"145",0,0,0,0,0,2.63905732961526,4.27666611901606,0,3.78418963391826,0,0,0,1
"146",4.31748811353631,1.38629436111989,8.78324296374091,3.29583686600433,0,4.06044301054642,0.693147180559945,0,3.29583686600433,0,0,3.71357206670431,5
"147",0,0,2.39789527279837,0,2.99573227355399,0,0,0,0,0,0,0,0
"148",4.58496747867057,2.89037175789616,6.63987583382654,6.19031540585315,0,0,0,3.40119738166216,0,2.94443897916644,0,0,0
"149",3.43398720448515,4.00733318523247,0,0,0,0,0,0,0,4.54329478227,5.77455154554441,0,2
"150",0,4.21950770517611,0,3.97029191355212,0,0,0,0,0,1.09861228866811,6.06842558824411,1.79175946922805,0
"151",1.6094379124341,5.48479693349065,0,6.89669433162271,0,5.65948221575962,4.23410650459726,0,6.79122146272619,1.6094379124341,0,0,2
"152",0,3.25809653802148,0,2.39789527279837,0,0,6.43133108193348,3.58351893845611,0,3.09104245335832,3.73766961828337,0,0
"153",0,1.09861228866811,2.19722457733622,0,5.28320372873799,3.93182563272433,0,4.21950770517611,0,3.17805383034795,0,6.17170059741091,0
"154",0,1.79175946922805,0,0,0,0,4.43081679884331,3.55534806148941,0,0,0,0,0
"155",5.86078622346587,2.70805020110221,0,0,4.30406509320417,4.04305126783455,0,0,0,0,0,0,2
"156",0,0,3.87120101090789,0,2.19722457733622,0,1.38629436111989,0,2.94443897916644,1.09861228866811,2.19722457733622,0,0
