"","V1","V2","V3","V4","V5","V6","V7","V8","bug","loc","bf","hcm"
"1",0,0,0,0,0,0,6.26720054854136,0,1,5.14166355650266,3,10.4552
"2",2.99573227355399,6.63200177739563,1.94591014905531,0,1.09861228866811,2.19722457733622,4.7361984483945,8.14467918344776,2,6.72142570079064,42,13.9297
"3",0,0,0,5.08759633523238,0,5.30826769740121,5.70711026474888,5.36597601502185,0,4.93447393313069,9,9.3931
"4",4.83628190695148,0.693147180559945,0,0.693147180559945,0,2.19722457733622,4.15888308335967,0,0,3.71357206670431,2,2.46341
"5",0,0,0,4.04305126783455,0,2.70805020110221,0,3.43398720448515,0,2.99573227355399,0,0
"6",7.76895604453833,0.693147180559945,0,0,0,5.8636311755981,4.04305126783455,0,0,5.48479693349065,13,16.4641
"7",0,0.693147180559945,0,1.6094379124341,0,0,4.95582705760126,0,0,1.6094379124341,1,4.24084
"8",0,0,6.38687931936265,0,0,0.693147180559945,0,0,0,5.84643877505772,1,1.35264
"9",0,0,0,3.2188758248682,0,3.55534806148941,6.42162226780652,0,1,3.80666248977032,4,6.60956
"10",2.484906649788,0,0,5.15905529921453,0,2.94443897916644,5.24702407216049,6.26530121273771,0,5.20948615284142,4,5.34192
"11",6.37842618365159,0,3.78418963391826,6.17378610390194,0,1.09861228866811,2.07944154167984,0,0,5.20948615284142,6,7.7902
"12",1.79175946922805,0,0,4.83628190695148,0,0,0,2.07944154167984,0,2.63905732961526,1,1.17486
"13",3.3322045101752,1.79175946922805,0,3.76120011569356,4.00733318523247,1.94591014905531,0,0.693147180559945,0,1.94591014905531,0,0
"14",0,0,0,0,0,3.46573590279973,4.51085950651685,0.693147180559945,0,3.04452243772342,2,5.50819
"15",0,0.693147180559945,0,4.56434819146784,0,0,4.66343909411207,4.23410650459726,0,3.71357206670431,0,0
"16",0,0,2.07944154167984,0,0,4.17438726989564,5.90536184805457,3.76120011569356,0,4.12713438504509,5,11.5269
"17",5.14749447681345,1.79175946922805,0,0,0,0.693147180559945,3.87120101090789,0,0,4.00733318523247,0,0
"18",0,4.43081679884331,0,0,1.09861228866811,0,0,5.63835466933375,1,4.34380542185368,1,0.871061
"19",3.04452243772342,0,1.79175946922805,5.14166355650266,0,0,0,0,0,3.68887945411394,1,3.28866
"20",4.57471097850338,0.693147180559945,0,1.09861228866811,3.2188758248682,2.484906649788,0,0,0,2.70805020110221,2,4.2341
"21",0,2.56494935746154,0,0,0,0,5.91620206260743,4.27666611901606,0,4.68213122712422,2,2.6029
"22",1.6094379124341,0,2.77258872223978,4.91998092582813,3.58351893845611,4.29045944114839,0,2.83321334405622,0,3.80666248977032,1,7.75655
"23",5.08140436498446,0,0,0,2.94443897916644,3.04452243772342,0,0,1,4.02535169073515,3,5.46076
"24",0,0.693147180559945,0,4.04305126783455,0.693147180559945,0,0,2.30258509299405,0,2.07944154167984,2,4.08464
"25",4.96284463025991,0,3.17805383034795,0,1.09861228866811,2.07944154167984,4.64439089914137,0,0,4.30406509320417,1,3.9126
"26",0,0,0,3.58351893845611,1.09861228866811,0,0,0,0,1.38629436111989,0,2.42975
