"","V1","V2","V3","bug","loc","bf","hcm"
"1",3.43398720448515,4.86753445045558,0,0,3.17805383034795,0,3.71677
"2",3.49650756146648,3.63758615972639,0,0,2.19722457733622,0,6.41569
"3",0,5.31811999384422,0,0,3.36729582998647,1,1.76682
"4",0,5.35185813347607,0,0,3.61091791264422,1,1.76682
"5",4.35670882668959,4.76217393479776,1.79175946922805,0,3.49650756146648,0,6.01575
"6",0,3.89182029811063,3.66356164612965,0,2.19722457733622,8,21.9852
"7",7.78030308790837,8.71473171401505,8.27001306227379,28,0,232,58.1518
"8",0,4.63472898822964,0,0,2.77258872223978,1,7.72196
"9",3.49650756146648,3.71357206670431,0,0,2.56494935746154,1,6.4354
"10",2.94443897916644,4.46590811865458,0,0,2.77258872223978,3,4.51037
"11",3.46573590279973,6.76849321164863,4.52178857704904,1,5.06890420222023,3,7.63864
"12",6.77764659363512,0,1.09861228866811,0,5.15329159449778,5,10.3932
"13",5.47227067367148,0,5.20948615284142,0,3.95124371858143,2,6.12275
"14",0,4.02535169073515,6.52649485957079,0,4.87519732320115,2,8.98492
"15",7.07834157955767,0,0,0,5.35185813347607,1,4.87416
"16",0,5.03695260241363,0,0,2.94443897916644,4,5.85726
"17",4.23410650459726,4.23410650459726,7.2902928824466,3,5.50533153593236,14,22.9998
"18",3.2188758248682,5.68017260901707,0.693147180559945,0,3.76120011569356,1,0
"19",4.81218435537242,0,0,0,3.61091791264422,0,6.42599
"20",0.693147180559945,5.84643877505772,6.89467003943348,0,5.53338948872752,23,15.7896
"21",5.82894561761021,4.4188406077966,0.693147180559945,0,3.55534806148941,9,18.6755
"22",6.80793494369993,0,4.15888308335967,1,4.82028156560504,11,21.0216
"23",3.61091791264422,0,0,1,0,2,5.98814
"24",3.73766961828337,2.77258872223978,6.51174532964473,1,4.77912349311153,2,11.1043
"25",5.8805329864007,5.26269018890489,5.92425579741453,1,4.90527477843843,8,22.1695
"26",6.80793494369993,3.40119738166216,1.38629436111989,0,5.47227067367148,7,14.0182
"27",0,5.09375020080676,2.30258509299405,0,2.63905732961526,0,5.32582
"28",4.54329478227,5.04985600724954,1.94591014905531,0,3.49650756146648,0,3.18664
"29",3.55534806148941,4.95582705760126,0,0,3.04452243772342,0,4.68802
"30",1.79175946922805,7.24136628332232,4.30406509320417,0,5.76205138278018,24,16.953
"31",5.19295685089021,0,2.77258872223978,0,3.80666248977032,2,7.10446
"32",5.26785815906333,3.3322045101752,1.09861228866811,0,3.87120101090789,2,12.8088
"33",6.53524127101366,0,0,0,4.97673374242057,4,12.3547
"34",4.58496747867057,6.53524127101366,1.09861228866811,1,5.03695260241363,8,17.2555
"35",4.97673374242057,4.06044301054642,0,0,3.43398720448515,1,6.09363
"36",0,0.693147180559945,6.49828214947643,0,4.57471097850338,7,17.0132
"37",3.13549421592915,3.73766961828337,3.52636052461616,0,2.77258872223978,1,9.16205
"38",4.45434729625351,4.15888308335967,0,0,3.46573590279973,1,7.83167
"39",1.79175946922805,5.31811999384422,3.2188758248682,0,3.40119738166216,2,1.56044
"40",4.29045944114839,5.10594547390058,2.30258509299405,0,3.43398720448515,0,3.71677
"41",0,5.32300997913841,0,0,3.17805383034795,0,9.36692
"42",4.26267987704132,0,0.693147180559945,0,2.30258509299405,1,5.36088
"43",2.89037175789616,4.06044301054642,6.21460809842219,0,4.65396035015752,3,13.5092
"44",0,4.4188406077966,0,1,4.70953020131233,1,8.39741
"45",4.48863636973214,3.97029191355212,0,1,2.89037175789616,1,5.70432
"46",5.44241771052179,3.09104245335832,0,0,3.68887945411394,2,5.2122
"47",0,2.19722457733622,6.98564181763921,0,5.19295685089021,5,12.5528
"48",3.61091791264422,4.35670882668959,5.09375020080676,0,3.55534806148941,4,17.1566
"49",0,4.45434729625351,5.80211837537706,0,4.55387689160054,3,5.38823
"50",5.48063892334199,0.693147180559945,4.83628190695148,0,3.52636052461616,0,8.04434
"51",4.81218435537242,4.29045944114839,3.78418963391826,0,3.29583686600433,3,4.41939
"52",6.34738920965601,3.66356164612965,3.29583686600433,0,4.24849524204936,4,12.3849
"53",6.20455776256869,2.30258509299405,6.73578001424233,0,4.54329478227,11,16.5679
"54",3.78418963391826,0,4.63472898822964,0,2.89037175789616,1,1.76682
"55",5.92958914338989,4.52178857704904,3.09104245335832,0,4.88280192258637,2,14.705
"56",3.8286413964891,1.94591014905531,0,0,1.38629436111989,1,1.77712
"57",4.95582705760126,7.28892769452126,5.98393628068719,0,6.07073772800249,15,27.4268
"58",6.26339826259162,6.54678541076052,0,0,5.11799381241676,4,6.33209
"59",3.85014760171006,2.39789527279837,0,0,2.484906649788,1,3.19695
"60",7.45760928971561,4.40671924726425,3.87120101090789,1,6.0330862217988,8,21.8404
"61",4.39444915467244,3.97029191355212,0.693147180559945,0,2.99573227355399,2,9.25652
"62",5.74620319054015,3.58351893845611,6.09582456243222,0,4.86753445045558,3,4.385
"63",7.54750168281497,4.33073334028633,4.33073334028633,1,5.75257263882563,9,16.6538
"64",1.09861228866811,5.57972982598622,0,0,3.85014760171006,0,4.33338
"65",0,6.4150969591716,4.78749174278205,0,4.70953020131233,7,18.4091
