"","V1","V2","V3","V4","bug","loc","bf","hcm"
"1",1.79175946922805,4.34380542185368,4.36944785246702,0,0,3.17805383034795,0,3.71677
"2",1.94591014905531,0,4.15888308335967,0,0,2.19722457733622,0,6.41569
"3",0,4.96284463025991,1.79175946922805,4.04305126783455,0,3.36729582998647,1,1.76682
"4",0,4.85981240436167,0,4.4188406077966,0,3.61091791264422,1,1.76682
"5",0,4.38202663467388,4.04305126783455,4.15888308335967,0,3.49650756146648,0,6.01575
"6",0,1.38629436111989,4.43081679884331,0,0,2.19722457733622,8,21.9852
"7",8.12740456269308,6.56526497003536,8.10892415597534,8.51137630609467,28,0,232,58.1518
"8",0,0,4.29045944114839,3.43398720448515,0,2.77258872223978,1,7.72196
"9",3.29583686600433,0,3.85014760171006,0,0,2.56494935746154,1,6.4354
"10",1.6094379124341,0,4.61512051684126,0,0,2.77258872223978,3,4.51037
"11",3.95124371858143,4.49980967033027,4.00733318523247,6.68210859744981,1,5.06890420222023,3,7.63864
"12",5.82304589548302,6.29710931993394,0,0,0,5.15329159449778,5,10.3932
"13",0,6.03787091992214,0.693147180559945,0,0,3.95124371858143,2,6.12275
"14",0,0,1.09861228866811,6.60123011872888,0,4.87519732320115,2,8.98492
"15",3.25809653802148,7.05703698169789,0,0,0,5.35185813347607,1,4.87416
"16",0,0.693147180559945,5.03043792139244,0,0,2.94443897916644,4,5.85726
"17",5.62762111369064,0,0,7.18916773842032,3,5.50533153593236,14,22.9998
"18",0,0,5.41164605185504,4.55387689160054,0,3.76120011569356,1,0
"19",3.25809653802148,0,4.58496747867057,0,0,3.61091791264422,0,6.42599
"20",0,5.42934562895444,0,7.00850518208228,0,5.53338948872752,23,15.7896
"21",5.52942908751142,0,5.14749447681345,0,0,3.55534806148941,9,18.6755
"22",6.85118492749374,0,2.19722457733622,2.77258872223978,1,4.82028156560504,11,21.0216
"23",3.52636052461616,0,1.38629436111989,0,1,0,2,5.98814
"24",5.48893772615669,2.30258509299405,1.94591014905531,6.15909538849193,1,4.77912349311153,2,11.1043
"25",5.73657229747919,0,5.85220247977447,5.58724865840025,1,4.90527477843843,8,22.1695
"26",6.49223983502047,5.61312810638807,0,1.6094379124341,0,5.47227067367148,7,14.0182
"27",0,0,4.68213122712422,4.17438726989564,0,2.63905732961526,0,5.32582
"28",3.63758615972639,0,5.32787616878958,2.56494935746154,0,3.49650756146648,0,3.18664
"29",0,0,4.77912349311153,4.06044301054642,0,3.04452243772342,0,4.68802
"30",0,0,6.5792512120101,6.62671774924902,0,5.76205138278018,24,16.953
"31",4.23410650459726,4.84418708645859,0,0,0,3.80666248977032,2,7.10446
"32",4.66343909411207,0,4.75359019110636,1.09861228866811,0,3.87120101090789,2,12.8088
"33",5.93753620508243,5.30826769740121,4.70048036579242,0,0,4.97673374242057,4,12.3547
"34",2.83321334405622,0,6.59030104819669,3.80666248977032,1,5.03695260241363,8,17.2555
"35",0,4.49980967033027,4.72738781871234,0,0,3.43398720448515,1,6.09363
"36",0,2.70805020110221,0,6.47850964220857,0,4.57471097850338,7,17.0132
"37",0,3.52636052461616,4.15888308335967,0,0,2.77258872223978,1,9.16205
"38",4.11087386417331,3.09104245335832,3.66356164612965,3.40119738166216,0,3.46573590279973,1,7.83167
"39",0,1.09861228866811,5.36597601502185,2.89037175789616,0,3.40119738166216,2,1.56044
"40",3.89182029811063,4.77912349311153,4.38202663467388,0,0,3.43398720448515,0,3.71677
"41",0,2.07944154167984,5.04342511691925,3.78418963391826,0,3.17805383034795,0,9.36692
"42",3.73766961828337,3.40119738166216,0,0.693147180559945,0,2.30258509299405,1,5.36088
"43",4.84418708645859,0,2.56494935746154,6.07764224334903,0,4.65396035015752,3,13.5092
"44",0,0,4.4188406077966,0,1,4.70953020131233,1,8.39741
"45",3.61091791264422,0,4.65396035015752,0,1,2.89037175789616,1,5.70432
"46",4.46590811865458,0,5.11198778835654,0,0,3.68887945411394,2,5.2122
"47",4.39444915467244,0.693147180559945,0,6.91572344863131,0,5.19295685089021,5,12.5528
"48",3.55534806148941,0,4.21950770517611,5.16478597392351,0,3.55534806148941,4,17.1566
"49",0.693147180559945,4.57471097850338,1.79175946922805,5.74939298590825,0,4.55387689160054,3,5.38823
"50",5.37063802812766,1.09861228866811,4.52178857704904,4.07753744390572,0,3.52636052461616,0,8.04434
"51",4.63472898822964,0,4.87519732320115,1.79175946922805,0,3.29583686600433,3,4.41939
"52",1.09861228866811,6.3297209055227,4.29045944114839,0,0,4.24849524204936,4,12.3849
"53",6.08449941307517,5.58724865840025,6.27287700654617,4.71849887129509,0,4.54329478227,11,16.5679
"54",0,4.55387689160054,3.91202300542815,1.09861228866811,0,2.89037175789616,1,1.76682
"55",2.94443897916644,5.6937321388027,5.15905529921453,0,0,4.88280192258637,2,14.705
"56",3.78418963391826,0,2.19722457733622,0,0,1.38629436111989,1,1.77712
"57",5.15329159449778,0,6.65286302935335,6.96129604591017,0,6.07073772800249,15,27.4268
"58",3.52636052461616,5.0998664278242,6.93244789157251,0,0,5.11799381241676,4,6.33209
"59",1.94591014905531,0,3.93182563272433,0,0,2.484906649788,1,3.19695
"60",7.38274644973891,0,5.52545293913178,1.38629436111989,1,6.0330862217988,8,21.8404
"61",3.58351893845611,4.04305126783455,3.73766961828337,0.693147180559945,0,2.99573227355399,2,9.25652
"62",3.04452243772342,6.64768837356333,0,0,0,4.86753445045558,3,4.385
"63",6.45990445437753,4.27666611901606,7.19818357710194,0,1,5.75257263882563,9,16.6538
"64",0.693147180559945,5.36597601502185,3.36729582998647,3.2188758248682,0,3.85014760171006,0,4.33338
"65",0,3.58351893845611,6.22257626807137,5.25749537202778,0,4.70953020131233,7,18.4091
"66",5.91620206260743,0,5.30330490805908,6.55535689181067,0,5.36129216570943,6,17.8255
"67",5.04985600724954,0,0,2.39789527279837,0,3.36729582998647,2,8.10954
"68",2.56494935746154,0,3.87120101090789,0.693147180559945,0,2.63905732961526,3,4.69981
"69",0,0,4.17438726989564,4.81218435537242,0,3.8286413964891,7,12.0569
"70",0,0,5.03043792139244,4.49980967033027,0,3.49650756146648,0,7.26436
"71",0,3.52636052461616,3.46573590279973,3.58351893845611,0,2.63905732961526,1,1.76682
"72",0,0,5.28320372873799,4.00733318523247,0,3.49650756146648,1,15.5592
"73",2.56494935746154,0.693147180559945,5.12396397940326,4.11087386417331,0,3.55534806148941,3,10.2202
"74",5.84643877505772,5.38449506278909,0,0,0,4.54329478227,1,1.50465
"75",4.71849887129509,1.79175946922805,5.54126354515843,0,0,4.56434819146784,2,8.48552
"76",0,3.78418963391826,0,5.44673737166631,0,3.76120011569356,1,1.76682
"77",5.32300997913841,5.35658627467201,0,0,0,4.58496747867057,1,1.77712
"78",0,5.52146091786225,2.39789527279837,0,0,3.49650756146648,1,4.41258
