"","V1","V2","V3","V4","V5","V6","V7","V8","V9","bug","loc","bf","hcm"
"1",1.94591014905531,0,2.63905732961526,3.55534806148941,3.04452243772342,4.44265125649032,0.693147180559945,0,0.693147180559945,0,3.17805383034795,0,3.71677
"2",0,1.79175946922805,3.25809653802148,0,2.19722457733622,0,3.46573590279973,0,0,0,2.19722457733622,0,6.41569
"3",4.82028156560504,0,0,1.94591014905531,0,4.31748811353631,0,0,0,0,3.36729582998647,1,1.76682
"4",0,0,0,4.52178857704904,0,4.57471097850338,3.17805383034795,0,0,0,3.61091791264422,1,1.76682
"5",3.58351893845611,0,3.98898404656427,0,0,4.67282883446191,1.6094379124341,0,0,0,3.49650756146648,0,6.01575
"6",3.89182029811063,2.19722457733622,0,0,3.25809653802148,1.6094379124341,0,0,0.693147180559945,0,2.19722457733622,8,21.9852
"7",5.52545293913178,6.79234442747081,5.03043792139244,5.40717177146012,7.52725591937378,7.23489842031483,7.29844510150815,7.96935774201635,8.090708716084,28,0,232,58.1518
"8",0,3.2188758248682,0,0,1.09861228866811,4.06044301054642,0,2.99573227355399,0,0,2.77258872223978,1,7.72196
"9",3.36729582998647,2.94443897916644,0,0,3.29583686600433,0,0,0,0,0,2.56494935746154,1,6.4354
"10",2.56494935746154,4.52178857704904,0,0,0,0.693147180559945,0,0,0,0,2.77258872223978,3,4.51037
"11",2.99573227355399,3.43398720448515,0,1.6094379124341,1.6094379124341,6.53378883793334,5.48479693349065,1.79175946922805,1.09861228866811,1,5.06890420222023,3,7.63864
"12",0,3.49650756146648,2.56494935746154,5.86929691313377,0,0,0,0.693147180559945,6.1779441140506,0,5.15329159449778,5,10.3932
"13",5.40267738187228,0,0,3.78418963391826,0,0.693147180559945,5.04342511691925,0,0,0,3.95124371858143,2,6.12275
"14",0.693147180559945,0,3.2188758248682,0,0,4.26267987704132,1.09861228866811,6.46302945692067,0,0,4.87519732320115,2,8.98492
"15",0,0,7.05358572719368,3.40119738166216,0,0,0,0,0,0,5.35185813347607,1,4.87416
"16",0,4.30406509320417,0,0,4.07753744390572,0,3.13549421592915,0,0,0,2.94443897916644,4,5.85726
"17",2.19722457733622,4.12713438504509,0,0,2.83321334405622,0,0,7.10002716662926,5.72358510195238,3,5.50533153593236,14,22.9998
"18",0,3.43398720448515,4.29045944114839,0,0.693147180559945,5.23644196282995,2.94443897916644,2.30258509299405,0,0,3.76120011569356,1,0
"19",2.94443897916644,3.58351893845611,1.94591014905531,0,4.15888308335967,0,0,0,0,0,3.61091791264422,0,6.42599
"20",5.74939298590825,0,0,3.2188758248682,0,4.71849887129509,0,6.78558764500793,0,0,5.53338948872752,23,15.7896
"21",4.77068462446567,3.78418963391826,5.19849703126583,0,4.29045944114839,0,0,0,2.39789527279837,0,3.55534806148941,9,18.6755
"22",3.87120101090789,4.34380542185368,5.74939298590825,0,0,0,1.09861228866811,0,6.27287700654617,1,4.82028156560504,11,21.0216
"23",3.3322045101752,0,2.30258509299405,0,0,0,0,0,0,1,0,2,5.98814
"24",3.36729582998647,0,2.94443897916644,0,0,2.07944154167984,0.693147180559945,5.88887795833288,5.75257263882563,1,4.77912349311153,2,11.1043
"25",0,5.09375020080676,4.66343909411207,0,3.91202300542815,5.00394630594546,5.03695260241363,4.83628190695148,5.19849703126583,1,4.90527477843843,8,22.1695
"26",6.49072353450251,0,0,0,4.65396035015752,0,4.35670882668959,0,4.58496747867057,0,5.47227067367148,7,14.0182
"27",0,0,0,0,0,5.03043792139244,1.94591014905531,0,2.63905732961526,0,2.63905732961526,0,5.32582
"28",0,4.91265488573605,0,0,3.85014760171006,4.26267987704132,0.693147180559945,0,1.09861228866811,0,3.49650756146648,0,3.18664
"29",0,0,4.02535169073515,1.09861228866811,0,4.75359019110636,0,1.38629436111989,0,0,3.04452243772342,0,4.68802
"30",1.79175946922805,3.58351893845611,0,0.693147180559945,5.73334127689775,6.93147180559945,0,4.62497281328427,0,0,5.76205138278018,24,16.953
"31",3.85014760171006,0.693147180559945,0,0,4.85203026391962,1.09861228866811,2.94443897916644,0,0,0,3.80666248977032,2,7.10446
"32",3.78418963391826,5.02388052084628,0,1.09861228866811,2.19722457733622,0,2.94443897916644,0,0,0,3.87120101090789,2,12.8088
"33",2.94443897916644,1.09861228866811,5.25749537202778,4.70048036579242,5.75257263882563,0,0,0,4.00733318523247,0,4.97673374242057,4,12.3547
"34",0,4.52178857704904,4.969813299576,0,4.36944785246702,5.24702407216049,5.65948221575962,0,0,1,5.03695260241363,8,17.2555
"35",5.27811465923052,0,0,0,1.79175946922805,0.693147180559945,0,0,0,0,3.43398720448515,1,6.09363
"36",0,0,3.40119738166216,0,0,0,1.6094379124341,6.06842558824411,5.30330490805908,0,4.57471097850338,7,17.0132
"37",0,0,0,2.83321334405622,0,0,4.39444915467244,0,0,0,2.77258872223978,1,9.16205
"38",0,0,4.31748811353631,3.29583686600433,2.39789527279837,3.58351893845611,0,0.693147180559945,1.09861228866811,0,3.46573590279973,1,7.83167
"39",0,0,0,0,4.23410650459726,0,5.10594547390058,0,0,0,3.40119738166216,2,1.56044
"40",2.77258872223978,1.79175946922805,4.04305126783455,3.49650756146648,0,4.62497281328427,3.58351893845611,0,0.693147180559945,0,3.43398720448515,0,3.71677
"41",0,0,0,1.94591014905531,4.61512051684126,4.46590811865458,0,2.56494935746154,0,0,3.17805383034795,0,9.36692
"42",0,0,0,1.38629436111989,4.20469261939097,0,0.693147180559945,0.693147180559945,0,0,2.30258509299405,1,5.36088
"43",2.39789527279837,4.99043258677874,0,0,0,0.693147180559945,3.25809653802148,5.94542060860658,2.39789527279837,0,4.65396035015752,3,13.5092
"44",0,0,0,0,2.89037175789616,0,4.18965474202643,0,0,1,4.70953020131233,1,8.39741
"45",3.46573590279973,0,4.18965474202643,0.693147180559945,3.55534806148941,2.30258509299405,0,0,0,1,2.89037175789616,1,5.70432
"46",3.78418963391826,4.24849524204936,3.80666248977032,0,3.25809653802148,0,4.26267987704132,0,0,0,3.68887945411394,2,5.2122
"47",4.60517018598809,0,0,0,0,1.09861228866811,0,6.59030104819669,5.56452040732269,0,5.19295685089021,5,12.5528
"48",0,2.77258872223978,0.693147180559945,0,3.89182029811063,0,3.76120011569356,5.12396397940326,1.09861228866811,0,3.55534806148941,4,17.1566
"49",0,0,0,2.94443897916644,1.38629436111989,4.82028156560504,5.56452040732269,2.484906649788,0,0,4.55387689160054,3,5.38823
"50",0,2.56494935746154,0,0,2.70805020110221,0,4.40671924726425,3.89182029811063,5.35185813347607,0,3.52636052461616,0,8.04434
"51",3.43398720448515,3.73766961828337,1.09861228866811,0,4.30406509320417,2.484906649788,0,0.693147180559945,4.38202663467388,0,3.29583686600433,3,4.41939
"52",5.48479693349065,0,0,5.93489419561959,2.56494935746154,0,0.693147180559945,0.693147180559945,1.38629436111989,0,4.24849524204936,4,12.3849
"53",5.01727983681492,0,0,0,4.89034912822175,0,6.96602418710611,1.09861228866811,0.693147180559945,0,4.54329478227,11,16.5679
"54",0,0,0,1.94591014905531,0,0,4.91998092582813,1.38629436111989,0,0,2.89037175789616,1,1.76682
"55",5.55682806169954,0.693147180559945,4.61512051684126,0,4.20469261939097,0,0,0,4.14313472639153,0,4.88280192258637,2,14.705
"56",2.89037175789616,0.693147180559945,0,0,0,0,0,0,3.52636052461616,0,1.38629436111989,1,1.77712
"57",4.48863636973214,5.06259503302697,1.38629436111989,0,6.17378610390194,6.86380339145295,0,5.75890177387728,0.693147180559945,0,6.07073772800249,15,27.4268
"58",0,0,1.09861228866811,0,6.56526497003536,3.49650756146648,5.89715386763674,0,4.74493212836325,0,5.11799381241676,4,6.33209
"59",0,2.89037175789616,0,1.38629436111989,3.61091791264422,0,0,0,0,0,2.484906649788,1,3.19695
"60",1.38629436111989,7.01031186730723,5.70711026474888,0,6.07764224334903,0,1.38629436111989,0,2.56494935746154,1,6.0330862217988,8,21.8404
"61",4.35670882668959,3.04452243772342,0,3.58351893845611,0,0,0,0.693147180559945,0,0,2.99573227355399,2,9.25652
"62",0,0,0,6.67203294546107,0,0,0.693147180559945,0,0,0,4.86753445045558,3,4.385
"63",1.09861228866811,6.74993119378857,6.04737217904628,4.60517018598809,6.31354804627709,0,4.77912349311153,0,0,1,5.75257263882563,9,16.6538
"64",0,0,0,2.484906649788,0,5.54517744447956,0,0,0,0,3.85014760171006,0,4.33338
"65",0,0,0,0,5.82894561761021,4.8283137373023,0,5.04985600724954,4.71849887129509,0,4.70953020131233,7,18.4091
"66",3.3322045101752,6.15060276844628,0,0,2.70805020110221,6.30809844150953,1.6094379124341,5.35658627467201,0,0,5.36129216570943,6,17.8255
"67",4.00733318523247,0,0,0,4.63472898822964,0,0,0,2.30258509299405,0,3.36729582998647,2,8.10954
"68",0,2.70805020110221,0,0,3.73766961828337,1.79175946922805,0,0,0,0,2.63905732961526,3,4.69981
"69",0,0,0,0,3.09104245335832,4.51085950651685,0.693147180559945,4.29045944114839,1.09861228866811,0,3.8286413964891,7,12.0569
"70",0,0,3.36729582998647,1.09861228866811,0,5.35185813347607,0.693147180559945,0,0,0,3.49650756146648,0,7.26436
"71",0,0,0,3.09104245335832,2.94443897916644,1.38629436111989,3.43398720448515,3.3322045101752,0,0,2.63905732961526,1,1.76682
"72",0.693147180559945,0,3.36729582998647,0,3.29583686600433,4.80402104473326,3.78418963391826,1.09861228866811,3.40119738166216,0,3.49650756146648,1,15.5592
"73",0,3.66356164612965,3.80666248977032,0,3.80666248977032,3.76120011569356,0.693147180559945,4.07753744390572,2.63905732961526,0,3.55534806148941,3,10.2202
"74",0,4.68213122712422,1.38629436111989,0,3.17805383034795,3.09104245335832,6.0137151560428,0,0,0,4.54329478227,1,1.50465
"75",3.2188758248682,0.693147180559945,5.84354441703136,0,0,0,0,0.693147180559945,0,0,4.56434819146784,2,8.48552
"76",0,0,0,3.76120011569356,0,2.07944154167984,3.13549421592915,5.31811999384422,0,0,3.76120011569356,1,1.76682
"77",1.38629436111989,1.6094379124341,0,4.99043258677874,0,0,3.89182029811063,0,5.37063802812766,0,4.58496747867057,1,1.77712
"78",5.36129216570943,0,0.693147180559945,3.85014760171006,0,0,0,0,0,0,3.49650756146648,1,4.41258
"79",2.07944154167984,5.4510384535657,0,0,0,0,2.83321334405622,3.61091791264422,0,0,3.78418963391826,1,7.72196
"80",1.09861228866811,6.17170059741091,2.56494935746154,0,4.55387689160054,0,0,0,0,0,4.63472898822964,5,14.1511
"81",3.13549421592915,0,0,0,4.84418708645859,0,0,0,0,0,3.46573590279973,2,5.07878
"82",0,0,0,2.484906649788,5.80513496891649,4.49980967033027,3.78418963391826,0,0,0,4.72738781871234,0,4.22329
"83",2.07944154167984,0,0,3.66356164612965,0,0,0,0,0,0,1.79175946922805,1,2.63545
"84",4.88280192258637,3.3322045101752,3.68887945411394,5.80814248998044,6.71901315438526,0,0.693147180559945,0,3.04452243772342,0,4.57471097850338,3,11.6831
"85",0,3.2188758248682,0,0,0,3.85014760171006,0,0,3.25809653802148,0,3.3322045101752,0,1.77712
"86",2.07944154167984,0,3.95124371858143,0,3.17805383034795,5.06890420222023,0,0,0,0,3.66356164612965,0,7.72196
"87",0,1.6094379124341,0,5.93224518744801,5.06890420222023,0,4.66343909411207,0,0,0,4.44265125649032,7,10.3576
"88",4.27666611901606,0,3.97029191355212,2.56494935746154,4.68213122712422,1.6094379124341,0,0,0,0,6.4281052726846,13,20.5295
"89",0,0.693147180559945,0,7.43425738213314,0,0,0,0,0,0,5.73009978297357,1,3.71865
"90",3.13549421592915,1.6094379124341,0,0,0,0,0,0,0,0,1.38629436111989,1,2.97312
"91",0,0,0,0.693147180559945,2.63905732961526,0,3.93182563272433,2.56494935746154,0,0,2.39789527279837,2,1.56044
"92",0.693147180559945,0.693147180559945,0,0,3.95124371858143,5.88887795833288,0,2.56494935746154,1.94591014905531,2,5.80814248998044,13,6.85196
"93",0,0,0.693147180559945,0,0,2.89037175789616,4.35670882668959,0,0,0,2.39789527279837,0,2.56656
"94",4.04305126783455,7.67322312112171,0.693147180559945,0,1.94591014905531,6.89770494312864,1.09861228866811,6.11146733950268,2.484906649788,0,6.58617165485467,13,18.208
"95",1.79175946922805,5.27811465923052,0,0,5.0998664278242,5.15905529921453,2.07944154167984,2.70805020110221,5.88887795833288,2,5.14166355650266,7,12.4581
"96",2.63905732961526,0,0,0,0,0,0,3.93182563272433,0,0,2.56494935746154,0,4.43166
"97",5.00394630594546,0,4.85981240436167,3.09104245335832,0,5.57215403217776,4.83628190695148,6.9782137426307,0,0,5.82600010738045,8,15.1921
"98",0,0,0,4.58496747867057,0,4.80402104473326,3.85014760171006,5.95583736946483,0,1,4.57471097850338,3,11.1198
"99",2.07944154167984,5.63835466933375,4.92725368515721,3.97029191355212,4.39444915467244,1.94591014905531,6.28599809450886,0,0,0,5.03043792139244,9,17.2562
"100",0,0,0,4.97673374242057,0,0,4.58496747867057,0,0,0,3.71357206670431,2,4.53091
"101",2.30258509299405,0.693147180559945,3.43398720448515,3.8286413964891,4.92725368515721,0.693147180559945,3.58351893845611,0,0,0,3.52636052461616,3,11.8519
"102",0,0,3.80666248977032,0,6.70441435496411,0,5.54126354515843,2.484906649788,5.5683445037611,0,5.35658627467201,4,5.87009
"103",4.91265488573605,0,0,5.97126183979046,3.68887945411394,0,0,0,1.79175946922805,0,4.17438726989564,2,8.42497
"104",4.30406509320417,0,0.693147180559945,0,5.30330490805908,0.693147180559945,0,0,1.94591014905531,0,3.66356164612965,1,8.47144
"105",4.94875989037817,0,0,3.49650756146648,0,4.24849524204936,0,6.48616078894409,0,0,5.07517381523383,16,15.7896
"106",3.89182029811063,3.17805383034795,3.13549421592915,1.09861228866811,1.79175946922805,0,0,0,1.38629436111989,0,2.89037175789616,1,0
